id,login,BordaCount,12MonthActivityNum,Authority,FollowersNum,ForkedHindex,WatcherHindex,usrPageRankScore
7020,"philsturgeon",184,1044,350,127,21,44,137
7059,"steipete",139,1065,187,138,20,38,107
7122,"spicyj",433,897,619,467,28,55,617
7124,"mikeash",153,1075,119,177,26,38,175
7125,"jashkenas",51,1079,19,21,24,48,24
7165,"mxcl",154,1006,166,134,26,46,240
7182,"alex",24,604,170,135,28,50,152
7261,"cvrebert",796,579,1009,573,30,54,1742
7264,"jedisct1",737,961,1208,770,22,36,802
7326,"coleifer",937,1062,1355,680,21,38,1275
7488,"honcheng",775,1076,611,621,20,47,1534
7504,"technomancy",283,994,522,360,20,33,169
7544,"magnars",598,1062,849,696,23,40,620
7547,"nakajima",761,1071,1576,847,25,49,311
7627,"mmcgrana",794,1079,1619,805,24,48,398
7987,"schneems",616,890,774,508,18,39,1119
8042,"zeke",873,396,1397,883,26,41,1468
8066,"dblock",828,492,1162,917,20,33,1471
8150,"josevalim",18,802,78,63,27,49,59
8153,"rafaelfranca",671,1018,713,442,30,55,1264
8179,"dhh",52,1043,28,25,32,58,31
8209,"Raynos",354,975,514,453,23,32,383
8221,"cyrilmottier",164,1080,147,126,27,54,215
8237,"koush",82,1038,80,67,18,38,87
8267,"mikeal",104,865,210,159,24,34,126
8293,"spf13",205,1074,220,170,19,39,313
8320,"michaelliao",39,1062,26,28,21,45,3
8339,"alanhamlett",346,972,994,178,31,56,116
8363,"dcramer",173,552,435,319,32,57,299
8459,"alloy",612,647,1248,748,29,52,608
8579,"echen",636,1077,922,578,25,46,761
8592,"nathanmarz",170,1044,235,160,20,45,179
8736,"bartaz",480,973,516,484,32,60,788
8823,"vim-scripts",105,1080,120,100,15,18,88
8897,"Cocoanetics",413,1078,322,660,30,53,488
8902,"caolan",302,1057,403,316,24,46,307
8913,"scrooloose",567,1065,1291,548,27,53,185
8925,"janl",351,1029,579,429,26,51,252
8931,"sferik",212,1023,290,214,24,49,249
8978,"ornicar",790,786,1549,622,21,44,943
8984,"tonymorris",554,976,648,458,28,51,963
9014,"jlongster",400,849,596,487,23,30,599
9097,"jackmoore",513,1011,863,358,28,54,673
9236,"mojombo",27,1076,11,6,16,35,5
9273,"tmm1",191,1021,352,263,20,45,75
9308,"soffes",98,990,172,110,16,16,101
9326,"juliangruber",492,659,806,693,25,26,681
9354,"moxie0",176,1063,164,205,25,52,191
9452,"JeffreyWay",64,1053,59,40,25,42,54
9566,"markjaquith",518,1066,630,566,23,43,675
9577,"audreyt",233,1046,416,281,30,56,121
9714,"millermedeiros",662,1055,1069,605,23,41,698
9777,"LeaVerou",30,1014,30,32,16,36,34
9779,"domenic",8,168,199,216,23,38,139
9883,"lifesinger",68,1080,29,33,31,60,61
9886,"balupton",829,842,1160,629,31,57,1383
9888,"lepture",109,1056,97,92,20,28,142
9930,"3rd-Eden",804,1058,1207,827,27,45,851
10005,"schacon",47,1080,38,17,17,40,21
10043,"markstory",770,584,1992,591,27,48,655
10044,"indexzero",254,1045,426,323,22,43,166
10058,"shama",540,1018,696,552,24,35,730
10150,"afollestad",403,1013,526,280,25,40,705
10162,"dfm",812,999,689,922,24,46,1351
10227,"feross",5,263,96,80,18,11,112
10321,"blueimp",167,1038,196,143,23,47,225
10488,"maxogden",45,955,88,86,12,5,55
10548,"zpao",376,883,561,432,29,53,530
10633,"photonstorm",756,1069,856,567,25,46,1304
10674,"voodootikigod",816,1073,1659,893,26,50,365
10689,"ariya",258,855,340,289,26,45,487
10738,"brianleroux",418,1070,795,544,26,48,156
10788,"nex3",952,620,1740,825,25,51,1218
10875,"ofZach",807,1021,1593,805,26,48,531
10942,"tarcieri",634,818,1274,727,29,48,500
11032,"scottgonzalez",652,936,1188,779,25,48,480
11037,"jzaefferer",507,1002,940,606,23,48,349
11213,"nicklockwood",90,1046,60,104,7,10,127
11527,"ofTheo",938,1054,1782,832,25,51,687
11626,"DmitryBaranovskiy",238,1080,356,235,27,53,216
11703,"loopj",256,1047,231,156,25,47,534
11718,"carllerche",785,916,1484,858,23,46,622
11726,"mattetti",675,1009,1311,709,24,44,450
11795,"chrisdone",719,984,1364,713,21,34,593
11855,"adamwiggins",901,1064,1926,898,25,49,364
11879,"afabbro",499,1078,256,581,32,59,915
11917,"kneath",446,1080,932,525,28,52,85
11961,"fengmk2",80,682,184,117,26,51,259
11978,"michaelficarra",857,911,1356,899,28,51,927
12035,"rsms",213,1065,316,251,22,39,157
12189,"qiangxue",460,1070,941,283,32,57,393
12191,"samdark",632,927,1511,394,23,41,499
12321,"migueldeicaza",389,1001,916,352,28,53,197
12359,"laruence",76,1077,56,50,21,41,71
12366,"subtleGradient",934,1072,1884,919,27,49,471
12414,"gskinner",408,1076,521,485,28,53,441
12417,"joshaber",310,952,539,400,26,48,241
12451,"Dinnerbone",411,1064,487,516,30,55,467
12826,"dodola",439,1033,362,226,23,40,1010
13009,"mbostock",7,650,13,10,23,37,16
13063,"rogerwang",269,1056,189,250,28,56,478
13094,"csnover",653,1043,878,1055,32,60,388
13134,"headius",608,909,1227,670,26,45,444
13172,"jasondavies",454,1080,815,415,26,51,347
13208,"levey",786,1066,968,612,27,52,1227
13256,"pjhyett",81,1080,95,30,29,56,29
13304,"cyanogen",225,1067,493,152,32,59,97
13384,"nvie",385,1050,528,369,21,42,528
13395,"ry",71,1069,69,61,29,54,25
13431,"chovy",562,915,872,421,29,50,874
13511,"huacnlee",210,904,173,157,21,40,552
13524,"ForbesLindesay",526,885,684,761,22,36,632
13667,"bdarnell",536,646,838,709,27,51,778
13688,"brentvatne",475,898,1042,437,24,39,396
13839,"igorw",537,1080,920,483,23,38,507
14107,"rentzsch",487,1062,881,593,23,43,280
14113,"svenfuchs",886,984,1757,871,25,47,582
14248,"rpetrich",584,1080,1191,392,22,42,503
14294,"joshlong",548,988,1352,266,21,42,422
14424,"pengwynn",440,1070,744,548,24,49,263
14533,"mattgemmell",304,1070,381,343,25,48,295
14613,"probablycorey",962,1037,1875,1002,28,55,509
14649,"killme2008",897,1037,1328,599,23,43,1284
14675,"leereilly",955,1023,1597,881,26,48,907
14765,"zcbenz",107,887,135,139,27,51,188
14955,"jakearchibald",155,887,201,230,23,38,239
15030,"davglass",710,1029,1561,722,25,43,305
15119,"robbyrussell",412,1073,562,301,29,54,610
15160,"kripken",194,650,254,356,21,38,463
15262,"ebidel",60,684,165,123,23,46,214
15341,"ibdknox",145,1038,257,193,24,43,22
15376,"mariotaku",777,926,286,517,27,49,2105
15434,"jwiegley",808,1042,1389,718,23,40,813
15462,"bos",358,1074,664,410,20,40,195
15710,"StylingAndroid",604,1066,294,708,26,46,1171
15740,"fitzgen",992,677,2108,985,27,48,772
15859,"springmeyer",715,483,1634,736,26,45,773
16042,"progrium",140,1039,216,149,20,22,119
16110,"holman",87,1061,85,75,23,42,51
16223,"flyerhzm",856,1076,1210,667,23,43,1151
16462,"chriscoyier",95,1055,103,70,26,47,92
16480,"qrush",741,1057,1249,786,26,48,641
16484,"jeremy",591,1009,989,617,30,56,556
16491,"DamianEdwards",597,988,691,492,27,49,1035
16507,"Haacked",264,990,475,218,23,45,302
16514,"MugunthKumar",601,1074,763,463,23,44,939
16518,"paullewis",239,911,267,390,27,51,321
16528,"ayende",348,1029,606,365,23,44,288
17010,"paulp",967,830,2175,771,29,54,674
17034,"begriffs",871,826,789,949,24,44,1575
17067,"jboner",860,1072,1625,710,30,53,686
17100,"richhickey",138,1080,192,140,28,53,58
17112,"rs",563,1058,557,389,22,39,1096
17115,"atebits",522,1079,1108,575,29,54,171
17141,"steveklabnik",15,559,146,132,22,36,138
17400,"samyk",327,1042,655,207,23,41,300
17413,"chjj",395,1039,525,474,31,56,440
17715,"felixge",152,1053,209,181,18,30,114
17717,"getify",73,1032,58,64,24,41,94
17746,"weavejester",746,1037,1478,697,16,26,566
17759,"mattn",74,614,234,162,17,14,273
17760,"c9s",459,846,755,427,25,38,671
17781,"pkrumins",221,1080,374,208,21,37,173
17840,"lzyy",902,1068,967,515,26,47,1706
17857,"dshaw",803,1072,1406,805,29,49,653
17928,"cpojer",853,720,2011,849,26,51,508
18128,"cubiq",615,1071,453,753,31,58,976
18188,"HenrikJoreteg",569,1065,828,534,20,31,695
18263,"joewalnes",801,1052,1463,737,24,43,691
18422,"yuanyan",689,1061,480,547,27,43,1460
18460,"unconed",208,1076,228,288,25,43,181
18556,"yyx990803",26,973,35,27,26,39,48
18719,"mikolalysenko",421,895,701,605,26,30,387
18720,"finscn",752,878,1254,663,27,46,984
19076,"JacksonTian",36,1001,25,24,22,40,67
19317,"sofish",91,1059,52,66,21,38,132
19455,"remy",66,949,125,96,19,34,63
19546,"homakov",533,1075,877,503,30,56,504
19620,"rlerdorf",313,1063,456,261,29,54,351
19637,"colah",516,1080,979,405,28,50,459
19641,"bergie",912,808,1673,888,25,48,929
19691,"wesbos",428,985,644,347,23,34,640
19710,"jennschiffer",713,1003,1418,670,29,48,526
20157,"samccone",534,907,451,563,27,42,1055
20180,"dougwilson",625,1034,817,495,31,57,949
20207,"ripienaar",909,812,1422,865,26,50,1179
20448,"frsyuki",797,841,1558,795,28,52,728
20621,"fool2fish",542,1072,547,395,28,54,972
20652,"mhartl",325,1072,602,196,24,47,318
20918,"joehewitt",415,1079,787,479,27,53,209
21015,"pluskid",987,1001,1514,624,28,53,1389
21267,"jamesmontemagno",695,803,1967,401,24,33,404
21370,"tmcw",143,332,593,376,25,34,213
21403,"jonathantneal",996,946,1076,942,23,29,1611
21425,"connor",964,1070,2207,955,29,53,203
21815,"mnot",762,986,1547,852,25,51,419
22041,"jnicklas",693,1026,1424,725,28,51,373
22152,"Shougo",206,945,390,202,20,35,243
22234,"unclebob",193,1078,331,147,25,49,151
22390,"Caged",419,1065,775,477,27,50,245
22398,"ianb",694,513,1347,835,28,52,853
22400,"robconery",451,1061,590,422,24,46,578
22490,"kylemcdonald",279,960,492,322,22,34,256
22538,"mpj",858,1062,1774,509,30,54,743
22626,"commonsguy",55,980,68,79,16,34,53
22644,"soulwire",252,1073,384,285,20,43,212
22823,"sole",887,970,1481,790,27,45,953
22907,"cloudhead",131,1056,163,131,24,45,91
22947,"yinwang0",57,1069,10,26,25,50,66
22948,"scottjehl",230,1029,376,234,25,49,204
23145,"aaronsw",638,1080,901,521,32,59,827
23250,"mafintosh",117,837,195,183,19,5,219
23309,"sergeche",673,1071,848,562,25,50,975
23402,"hemanth",789,884,919,546,27,39,1546
23524,"toastdriven",782,1076,1571,742,25,43,476
23614,"imathis",820,1046,1181,635,27,50,1139
23627,"swankjesse",75,861,115,195,30,54,60
23880,"romaonthego",392,1078,443,310,21,42,659
24155,"ladyada",690,1044,852,604,31,57,1031
24204,"stefanpenner",338,401,1127,609,22,41,124
24345,"leah",180,1078,265,186,27,54,100
24452,"jeresig",32,1063,12,11,24,44,10
24613,"angus-c",572,1060,668,617,29,51,763
24765,"matz",97,1076,92,77,30,57,70
24814,"suissa",353,827,692,228,27,46,553
25139,"nikic",249,1025,438,249,26,44,224
25258,"kylef",448,826,645,456,22,33,731
25409,"fogus",506,1075,797,537,28,54,475
25447,"chloerei",456,1064,358,245,26,49,1003
25489,"thomasdavis",736,1047,897,583,24,51,1194
25492,"SimonVT",136,1074,44,167,24,47,172
25534,"jspahrsummers",201,1003,240,222,26,40,292
25603,"samvermette",305,1079,186,388,28,54,442
25697,"WardCunningham",826,980,1922,777,29,53,332
25751,"schwa",792,1055,1523,718,25,37,613
25843,"kytrinyx",56,392,213,269,27,52,281
25954,"mosabua",780,1014,1639,854,30,57,330
26078,"easychen",590,1064,486,304,22,43,1337
26243,"desandro",121,1061,167,95,32,56,68
26331,"NARKOZ",257,1080,423,161,26,52,298
26393,"jamis",631,1072,1294,681,27,47,272
26463,"juliemr",398,905,627,341,28,52,628
26541,"JeffBezanson",908,772,1004,1097,28,54,1395
26637,"johnmyleswhite",390,1029,567,318,22,41,570
26686,"jakevdp",130,807,138,187,20,36,319
26874,"dennybritz",774,1071,959,548,27,46,1256
26957,"davatron5000",352,1071,488,296,25,48,438
27507,"hadley",6,462,132,39,9,15,33
27559,"mourner",545,776,1046,461,26,46,720
27579,"xjdrew",818,1074,1801,1072,27,49,50
27606,"darkwing",186,857,344,200,28,54,260
27651,"derickr",989,910,2413,881,27,48,336
27663,"erica",183,1014,378,164,21,37,105
27680,"davedelong",824,1072,1407,775,26,52,754
27700,"alteredq",596,1079,709,933,32,60,468
27838,"GaelVaroquaux",753,978,784,626,28,53,1384
27897,"amueller",196,624,177,233,23,38,703
27976,"ogrisel",319,930,404,353,26,48,482
28106,"bmizerany",363,1065,624,523,23,44,146
28117,"ericflo",720,1076,1568,754,26,47,248
28195,"aphyr",199,1067,302,206,30,56,154
28309,"jtauber",910,1033,1796,762,24,44,696
28328,"brosner",895,1032,1954,814,26,49,425
28405,"kangax",198,1006,351,236,25,45,147
28408,"BradLarson",538,1075,301,513,30,56,1079
28464,"bkeepers",531,926,851,615,26,46,574
28538,"chenshuo",141,1066,65,98,24,47,266
28552,"mitchellh",40,853,99,91,17,25,103
28699,"lilydjwg",844,1004,1229,647,26,49,1181
28798,"Seldaek",235,988,230,226,27,50,435
28811,"daylerees",425,1063,679,285,25,45,554
28831,"rxin",491,841,693,515,28,52,760
28859,"mackenziechild",375,1075,339,307,22,47,697
28923,"shanselman",216,1004,454,122,23,46,230
28974,"taylorotwell",20,847,75,38,30,54,43
29224,"harthur",243,1080,439,287,24,44,117
29614,"benoitc",550,937,915,561,20,40,621
29616,"shykes",430,1075,569,384,26,52,571
29663,"ankane",922,1009,1362,708,21,27,1268
29672,"webcoyote",875,1080,766,919,28,54,1368
30065,"nf",318,1079,542,374,25,45,163
30074,"toji",623,1020,581,861,26,45,842
30172,"Contra",248,849,368,312,24,40,411
30203,"imakewebthings",924,1069,1387,739,28,53,1120
30240,"wesm",214,677,444,199,29,54,454
30355,"maddox",894,1020,2165,914,27,51,120
30887,"qiao",497,1080,702,430,23,45,629
31160,"jverkoey",296,264,690,450,28,53,643
31284,"trevnorris",771,1036,666,831,29,49,1288
31300,"Wilto",836,1077,1062,955,28,53,944
31465,"rdegges",823,948,1459,633,24,38,983
31824,"chrisbanes",61,1076,15,31,31,58,44
31839,"zedshaw",168,1079,123,188,24,46,218
32410,"eevee",927,1043,1192,799,28,47,1298
32592,"pamelafox",494,1077,476,584,27,51,684
32857,"rcrowley",907,1080,1831,934,25,48,431
33016,"dustin",609,1037,1121,698,24,40,405
33234,"dmethvin",945,946,1823,980,31,56,619
33290,"ioerror",680,1039,983,651,25,50,822
33325,"xdite",930,1005,1526,559,25,49,1247
33452,"philipwalton",410,979,503,361,27,50,692
33463,"openframeworks",660,1079,771,1058,26,52,495
33830,"keyboardsurfer",948,1077,282,482,30,57,2530
34169,"bodil",605,1053,981,597,25,37,618
34219,"jdalton",114,604,283,227,31,55,250
34226,"greggman",903,949,1402,1232,27,49,670
34383,"benbalter",46,677,239,93,20,30,149
34389,"aheckmann",508,1070,816,542,32,59,452
34474,"tokuhirom",984,880,1592,807,22,40,1257
34490,"miyagawa",271,1062,498,252,21,37,192
34560,"odersky",307,882,264,500,31,56,453
34702,"junegunn",335,1026,355,351,23,36,523
34854,"markdalgleish",890,1015,1118,681,26,39,1392
35273,"DataTables",561,1034,386,599,20,46,1074
36301,"arunoda",512,689,1183,447,22,38,605
36486,"paulmillr",349,1002,373,385,21,39,542
36560,"kitcambridge",763,1028,999,734,31,56,1034
36883,"avdi",386,1071,595,375,25,46,428
36974,"modocache",431,759,704,448,24,44,700
37336,"akira-cn",678,1045,607,659,31,51,1173
37443,"ericbarnes",854,1068,1221,691,25,47,1113
37871,"hollance",809,1067,518,744,25,46,1625
37934,"DHowett",928,1043,1806,721,26,49,762
37983,"pippinsplugins",714,590,626,804,27,48,1600
38036,"nathansmith",579,1078,779,604,26,52,662
38574,"mbleigh",941,1045,1718,834,24,47,782
38649,"pyricau",760,1029,531,734,28,52,1502
39020,"cpw",868,1066,825,990,29,55,1238
39333,"yihui",187,947,367,151,20,40,242
39386,"josegonzalez",698,584,1410,616,24,42,958
39551,"lzyzsd",509,1055,534,243,25,45,1069
39559,"rvagg",156,821,194,326,22,33,223
39568,"tableless",841,1080,1267,1157,26,53,544
39703,"BaiduFE",637,1080,389,502,26,52,1360
40005,"wenshao",558,969,227,469,28,54,1401
40874,"FiloSottile",740,929,671,638,27,44,1496
40927,"jgm",568,1051,904,589,19,42,564
41002,"leafo",898,1017,1580,759,21,34,903
41223,"jnunemaker",315,1039,572,370,22,47,167
41433,"chaoslawful",505,1074,978,569,27,54,261
41591,"cyfdecyf",970,1075,1189,755,28,53,1451
41800,"phuslu",463,1036,667,274,28,52,745
41811,"wayneeseguin",906,1063,1746,798,29,53,647
42026,"garybernhardt",189,1080,268,188,23,46,170
42049,"ccoenraets",197,1057,243,185,2,12,301
42116,"mattdesl",490,1006,708,526,23,21,603
42138,"brandonaaron",735,1075,1695,687,26,50,258
42314,"phalcon",245,1076,298,232,16,37,341
42345,"ryanseys",985,1039,1211,553,29,54,1715
42896,"Barryvdh",751,864,1317,494,31,57,1086
43216,"tualatrix",968,1077,1487,662,27,52,1229
43461,"kohsuke",560,821,1408,574,22,44,287
43814,"justjavac",110,1047,122,76,18,39,135
44662,"bbatsov",272,1005,359,229,22,41,406
44896,"alexyoung",769,1076,1164,756,24,47,828
45431,"jwagner",878,1057,1023,979,26,48,1090
45449,"beberlei",827,1046,1606,660,23,41,717
45557,"dlew",420,928,200,404,29,51,1027
46687,"matyhtf",830,1072,1590,470,27,48,899
47723,"pahimar",473,1071,729,426,28,52,525
48035,"econchick",976,1065,549,846,30,55,2025
48049,"jeromeetienne",576,1005,533,679,21,29,928
48466,"LeonidasEsteban",835,1063,1419,570,26,54,985
48672,"nrrrdcore",677,1079,1190,666,29,56,541
48937,"alexcrichton",649,192,1749,860,22,41,590
49123,"PascalPrecht",726,1042,1090,519,28,51,1013
49229,"padolsey",585,1077,1093,635,26,48,353
49244,"tdunning",877,1065,963,1056,26,50,1058
49454,"botelho",405,1080,432,242,30,55,751
49620,"apotonick",942,1054,1599,684,29,53,1033
50226,"ztellman",672,1075,1290,690,23,35,416
50650,"JEG2",988,1057,1936,797,29,52,741
50850,"soveran",757,1066,1791,850,25,40,98
50988,"aui",461,1014,263,387,27,46,1039
51000,"ircmaxell",328,1074,326,356,24,37,451
51508,"krzysztofzablocki",469,1041,741,462,22,40,515
51565,"hueniverse",366,681,620,410,27,48,652
51762,"paulrouget",879,765,1270,1049,26,49,1066
51765,"kriswallsmith",935,1080,1799,625,28,56,838
51969,"cameronmcefee",748,1067,1283,685,28,55,718
51996,"parkr",846,796,1304,708,28,46,1263
52402,"evanphx",479,1044,876,579,26,46,278
52638,"pydanny",314,952,555,271,22,38,376
52865,"dcneiner",806,1065,1392,990,26,52,494
53055,"clowwindy",83,1080,67,41,24,42,76
53154,"karlseguin",919,1069,927,730,26,45,1586
53352,"jcoglan",574,1069,882,634,26,43,538
53858,"luin",711,1041,781,497,25,45,1297
54134,"goodfeli",648,1055,287,667,28,53,1363
55530,"darkoperator",998,1059,834,760,27,48,1906
55771,"mubix",732,982,1401,527,24,44,808
55974,"hintjens",552,876,641,654,30,52,854
